word,control_count,control_share,max_anchor_system,max_anchor_count,max_anchor_share,control_vs_max_anchor_ratio,share_gap,scenarios_control_present,scenario_win_count,scenario_term
binaries,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,1,False
brings,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,1,False
bundle,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,1,False
casual,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,1,False
charged,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,1,False
clinical,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,1,False
coerced,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,1,False
collect,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,1,False
commuting,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,1,False
competitiveness,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,1,False
complicated,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,1,False
concludes,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,1,False
critiques,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,1,False
cue,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,1,False
decade,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,1,False
dementia,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,1,False
discover,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,1,False
distract,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,1,False
dominating,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,1,False
elevate,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,1,False
empathy,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,1,False
encouraging,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,1,False
father,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,1,False
foreign,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,1,False
gatherings,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,1,False
halo,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,1,False
hedging,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,1,False
hobbies,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,1,False
host,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,1,False
icu,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,1,False
identifying,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,1,False
inbound,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,1,False
inevitably,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,1,False
inpatient,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,1,False
layoffs,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,1,False
metabolic,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,1,False
paramount,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,1,False
performative,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,1,False
perspective,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,1,False
precursors,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,1,False
predetermined,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,1,False
proper,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,1,False
punctuality,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,1,False
purposeful,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,1,False
pushed,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,1,False
rebuilds,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,1,False
recklessness,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,1,False
recruiting,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,1,False
relabel,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,1,False
ruling,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,1,False
screenings,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,1,False
sexuality,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,1,False
shortcuts,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,1,False
shortfall,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,1,False
stock,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,1,False
sweet,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,1,False
tenderness,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,1,False
trajectories,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,1,False
tweak,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,1,False
undermine,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,1,False
underweighting,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,1,False
unmanageable,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,1,False
unpredictable,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,1,False
war,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,1,False
workplace,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,1,False
wrote,7,0.000027,AC15,7,0.000023,1.191076,0.000004,1,1,False
all,203,0.000793,HYBRID_SEMANTIC,203,0.000678,1.170494,0.000116,4,1,False
situation,77,0.000301,HYBRID_SEMANTIC,77,0.000257,1.170494,0.000044,3,1,False
deliverables,70,0.000274,HYBRID_SEMANTIC,70,0.000234,1.170494,0.000040,1,1,False
asset,49,0.000191,HYBRID_SEMANTIC,49,0.000164,1.170494,0.000028,2,1,False
deciding,42,0.000164,HYBRID_SEMANTIC,42,0.000140,1.170494,0.000024,1,1,False
prepay,35,0.000137,HYBRID_SEMANTIC,35,0.000117,1.170494,0.000020,1,1,False
select,35,0.000137,HYBRID_SEMANTIC,35,0.000117,1.170494,0.000020,3,1,False
involvement,28,0.000109,HYBRID_SEMANTIC,28,0.000093,1.170494,0.000016,1,1,False
loneliness,28,0.000109,HYBRID_SEMANTIC,28,0.000093,1.170494,0.000016,1,1,True
mixed,28,0.000109,HYBRID_SEMANTIC,28,0.000093,1.170494,0.000016,2,1,False
treats,28,0.000109,HYBRID_SEMANTIC,28,0.000093,1.170494,0.000016,2,1,False
approaches,21,0.000082,HYBRID_SEMANTIC,21,0.000070,1.170494,0.000012,1,1,False
career,21,0.000082,HYBRID_SEMANTIC,21,0.000070,1.170494,0.000012,1,1,False
fidelity,21,0.000082,HYBRID_SEMANTIC,21,0.000070,1.170494,0.000012,1,1,False
figure,21,0.000082,HYBRID_SEMANTIC,21,0.000070,1.170494,0.000012,2,1,False
finalize,21,0.000082,HYBRID_SEMANTIC,21,0.000070,1.170494,0.000012,1,1,False
ignored,21,0.000082,HYBRID_SEMANTIC,21,0.000070,1.170494,0.000012,2,1,False
ivf,21,0.000082,HYBRID_SEMANTIC,21,0.000070,1.170494,0.000012,1,1,False
news,21,0.000082,HYBRID_SEMANTIC,21,0.000070,1.170494,0.000012,3,1,False
spiral,21,0.000082,HYBRID_SEMANTIC,21,0.000070,1.170494,0.000012,1,1,False
transactional,21,0.000082,HYBRID_SEMANTIC,21,0.000070,1.170494,0.000012,2,1,False
weaker,21,0.000082,HYBRID_SEMANTIC,21,0.000070,1.170494,0.000012,2,1,False
70s,14,0.000055,HYBRID_SEMANTIC,14,0.000047,1.170494,0.000008,1,1,False
addressed,14,0.000055,HYBRID_SEMANTIC,14,0.000047,1.170494,0.000008,1,1,False
antidote,14,0.000055,HYBRID_SEMANTIC,14,0.000047,1.170494,0.000008,1,1,False
bank,14,0.000055,HYBRID_SEMANTIC,14,0.000047,1.170494,0.000008,1,1,False
bridges,14,0.000055,HYBRID_SEMANTIC,14,0.000047,1.170494,0.000008,2,1,False
considering,14,0.000055,HYBRID_SEMANTIC,14,0.000047,1.170494,0.000008,1,1,False
continuously,14,0.000055,HYBRID_SEMANTIC,14,0.000047,1.170494,0.000008,1,1,False
contribute,14,0.000055,HYBRID_SEMANTIC,14,0.000047,1.170494,0.000008,1,1,False
database,14,0.000055,HYBRID_SEMANTIC,14,0.000047,1.170494,0.000008,2,1,False
destroying,14,0.000055,HYBRID_SEMANTIC,14,0.000047,1.170494,0.000008,1,1,False
documenting,14,0.000055,HYBRID_SEMANTIC,14,0.000047,1.170494,0.000008,2,1,False
evaluating,14,0.000055,HYBRID_SEMANTIC,14,0.000047,1.170494,0.000008,1,1,False
exec,14,0.000055,HYBRID_SEMANTIC,14,0.000047,1.170494,0.000008,1,1,False
functionality,14,0.000055,HYBRID_SEMANTIC,14,0.000047,1.170494,0.000008,1,1,False
intuition,14,0.000055,HYBRID_SEMANTIC,14,0.000047,1.170494,0.000008,2,1,False
justification,14,0.000055,HYBRID_SEMANTIC,14,0.000047,1.170494,0.000008,2,1,False
lease,14,0.000055,HYBRID_SEMANTIC,14,0.000047,1.170494,0.000008,1,1,False
length,14,0.000055,HYBRID_SEMANTIC,14,0.000047,1.170494,0.000008,1,1,False
loves,14,0.000055,HYBRID_SEMANTIC,14,0.000047,1.170494,0.000008,1,1,False
manipulative,14,0.000055,HYBRID_SEMANTIC,14,0.000047,1.170494,0.000008,1,1,False
negatives,14,0.000055,HYBRID_SEMANTIC,14,0.000047,1.170494,0.000008,2,1,False
parenting,14,0.000055,HYBRID_SEMANTIC,14,0.000047,1.170494,0.000008,1,1,False
permission,14,0.000055,HYBRID_SEMANTIC,14,0.000047,1.170494,0.000008,1,1,False
rebuild,14,0.000055,HYBRID_SEMANTIC,14,0.000047,1.170494,0.000008,1,1,False
reluctance,14,0.000055,HYBRID_SEMANTIC,14,0.000047,1.170494,0.000008,1,1,False
resistance,14,0.000055,HYBRID_SEMANTIC,14,0.000047,1.170494,0.000008,1,1,False
solitude,14,0.000055,HYBRID_SEMANTIC,14,0.000047,1.170494,0.000008,1,1,False
spots,14,0.000055,HYBRID_SEMANTIC,14,0.000047,1.170494,0.000008,1,1,False
60s,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
abruptly,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
accusation,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
adaptivity,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
adequate,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
adults,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
advertised,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
afterthought,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
altering,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
appreciate,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
assure,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
awkward,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
backlash,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
backsliding,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
body,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
briefly,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
broker,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
caf,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
calculated,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
calibrate,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
cautions,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
centerpiece,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
circulate,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
coach,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
compound,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
comprehensive,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
containable,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
coordinate,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
councils,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
counted,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
department,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
dispositive,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
doable,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
drove,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
evidenced,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
examination,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
exhausted,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
extreme,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
fairest,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
flatness,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
fleets,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
flies,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
fool,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
foolish,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,True
geographies,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
gestures,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
grand,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
handoff,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
haves,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
headed,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
hearing,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
heavier,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
heroics,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
hides,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
honored,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
ideal,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
implementing,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
indemnity,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
insisting,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
interests,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
interpretations,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
interpreting,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
interrogations,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
introduction,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
leases,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
listing,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
longest,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
lying,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
majeure,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
moralizing,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
neutralizing,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
numbness,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
onboarded,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
opponents,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
organizer,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
paradoxically,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
performing,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
placement,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
plants,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
precision,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
prenup,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
principal,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
privilege,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
psychological,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
quickest,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
randomly,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
received,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
reconciled,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
recoveries,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
relieved,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
renting,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
resourced,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
returned,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
rfp,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
ruined,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
scrutinize,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
serve,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
shall,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
shield,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
shipment,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
shot,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
shouting,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
sized,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
skepticism,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
slogan,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
sluggish,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
smart,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
smooth,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
straight,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
stressor,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
swapped,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
talked,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
thesis,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
tightest,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
timed,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
toileting,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
trips,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
underestimate,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
unilaterally,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
valued,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
warranty,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
widens,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
wisdom,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
woke,7,0.000027,HYBRID_SEMANTIC,7,0.000023,1.170494,0.000004,1,1,False
line,189,0.000739,AC15,196,0.000643,1.148537,0.000096,4,1,False
civitas,1288,0.005033,HYBRID_SEMANTIC,1323,0.004417,1.139529,0.000616,1,1,True
aging,147,0.000574,AC15,154,0.000505,1.136936,0.000069,1,1,True
least,252,0.000985,AC15P,273,0.000869,1.133033,0.000116,4,1,False
resolve,35,0.000137,AC15,37,0.000121,1.126693,0.000015,3,1,False
irreversible,119,0.000465,AC15,126,0.000413,1.124905,0.000052,2,1,False
story,119,0.000465,AC15,126,0.000413,1.124905,0.000052,4,1,False
fee,154,0.000602,HYBRID_SEMANTIC,161,0.000537,1.119603,0.000064,1,1,True
detection,140,0.000547,AC15P,154,0.000490,1.115865,0.000057,3,1,False
gated,140,0.000547,AC15P,154,0.000490,1.115865,0.000057,3,1,False
qualified,140,0.000547,HYBRID_SEMANTIC,147,0.000491,1.114756,0.000056,1,1,False
ownership,182,0.000711,HYBRID_3_5,182,0.000638,1.114486,0.000073,3,1,False
gives,98,0.000383,HYBRID_3_5,98,0.000344,1.114486,0.000039,4,1,False
delivered,84,0.000328,HYBRID_3_5,84,0.000295,1.114486,0.000034,1,1,False
secure,63,0.000246,HYBRID_3_5,63,0.000221,1.114486,0.000025,3,1,False
dated,49,0.000191,HYBRID_3_5,49,0.000172,1.114486,0.000020,1,1,False
formal,49,0.000191,HYBRID_3_5,49,0.000172,1.114486,0.000020,1,1,False
log,49,0.000191,HYBRID_3_5,49,0.000172,1.114486,0.000020,2,1,False
savings,49,0.000191,HYBRID_3_5,49,0.000172,1.114486,0.000020,2,1,True
survivable,49,0.000191,HYBRID_3_5,49,0.000172,1.114486,0.000020,2,1,False
established,42,0.000164,HYBRID_3_5,42,0.000147,1.114486,0.000017,1,1,False
expat,35,0.000137,HYBRID_3_5,35,0.000123,1.114486,0.000014,1,1,False
experiment,35,0.000137,HYBRID_3_5,35,0.000123,1.114486,0.000014,1,1,False
messy,35,0.000137,HYBRID_3_5,35,0.000123,1.114486,0.000014,2,1,False
capable,28,0.000109,HYBRID_3_5,28,0.000098,1.114486,0.000011,1,1,False
creating,28,0.000109,HYBRID_3_5,28,0.000098,1.114486,0.000011,3,1,False
hindsight,28,0.000109,HYBRID_3_5,28,0.000098,1.114486,0.000011,1,1,False
kindly,28,0.000109,HYBRID_3_5,28,0.000098,1.114486,0.000011,1,1,False
mitigated,28,0.000109,HYBRID_3_5,28,0.000098,1.114486,0.000011,2,1,False
separation,28,0.000109,HYBRID_3_5,28,0.000098,1.114486,0.000011,2,1,False
adjusted,21,0.000082,HYBRID_3_5,21,0.000074,1.114486,0.000008,2,1,False
conflicting,21,0.000082,HYBRID_3_5,21,0.000074,1.114486,0.000008,2,1,False
counsel,21,0.000082,HYBRID_3_5,21,0.000074,1.114486,0.000008,1,1,False
denial,21,0.000082,HYBRID_3_5,21,0.000074,1.114486,0.000008,2,1,False
explore,21,0.000082,HYBRID_3_5,21,0.000074,1.114486,0.000008,1,1,False
fight,21,0.000082,HYBRID_3_5,21,0.000074,1.114486,0.000008,2,1,False
generic,21,0.000082,HYBRID_3_5,21,0.000074,1.114486,0.000008,2,1,False
integrate,21,0.000082,HYBRID_3_5,21,0.000074,1.114486,0.000008,1,1,False
title,21,0.000082,HYBRID_3_5,21,0.000074,1.114486,0.000008,1,1,False
arguing,14,0.000055,HYBRID_3_5,14,0.000049,1.114486,0.000006,1,1,False
binding,14,0.000055,HYBRID_3_5,14,0.000049,1.114486,0.000006,1,1,False
bonding,14,0.000055,HYBRID_3_5,14,0.000049,1.114486,0.000006,1,1,False
builts,14,0.000055,HYBRID_3_5,14,0.000049,1.114486,0.000006,1,1,False
clarifies,14,0.000055,HYBRID_3_5,14,0.000049,1.114486,0.000006,2,1,False
complaints,14,0.000055,HYBRID_3_5,14,0.000049,1.114486,0.000006,2,1,False
corner,14,0.000055,HYBRID_3_5,14,0.000049,1.114486,0.000006,2,1,False
debts,14,0.000055,HYBRID_3_5,14,0.000049,1.114486,0.000006,1,1,False
deeply,14,0.000055,HYBRID_3_5,14,0.000049,1.114486,0.000006,1,1,False
destiny,14,0.000055,HYBRID_3_5,14,0.000049,1.114486,0.000006,1,1,False
detected,14,0.000055,HYBRID_3_5,14,0.000049,1.114486,0.000006,2,1,False
